uf,tipo_doenca,local_obito,faixa_etaria,sexo,total
CE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,6
CE,SEPTICEMIA,VIA_PUBLICA,"80 - 89",M,1
CE,SRAG,DOMICILIO,"80 - 89",F,1
CE,SRAG,DOMICILIO,"80 - 89",M,1
CE,SRAG,HOSPITAL,"80 - 89",F,9
CE,SRAG,HOSPITAL,"80 - 89",M,13
CE,SRAG,IGNORADO,"80 - 89",F,4
CE,SRAG,IGNORADO,"80 - 89",M,4
CE,SRAG,OUTROS_SERVICOS_SAUDE,"80 - 89",F,2
CE,SRAG,OUTROS_SERVICOS_SAUDE,"80 - 89",M,2
DF,OUTRAS,DOMICILIO,"80 - 89",F,50
DF,OUTRAS,DOMICILIO,"80 - 89",M,41
DF,OUTRAS,HOSPITAL,"80 - 89",F,131
DF,OUTRAS,HOSPITAL,"80 - 89",M,107
DF,OUTRAS,OUTRO,"80 - 89",F,4
DF,OUTRAS,OUTRO,"80 - 89",M,3
DF,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",F,2
DF,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",M,8
DF,OUTRAS,VIA_PUBLICA,"80 - 89",F,1
DF,COVID,DOMICILIO,"80 - 89",F,2
DF,COVID,DOMICILIO,"80 - 89",M,1
DF,COVID,HOSPITAL,"80 - 89",F,105
DF,COVID,HOSPITAL,"80 - 89",M,128
DF,COVID,OUTRO,"80 - 89",M,3
DF,COVID,OUTROS_SERVICOS_SAUDE,"80 - 89",F,5
DF,COVID,OUTROS_SERVICOS_SAUDE,"80 - 89",M,4
DF,INDETERMINADA,HOSPITAL,"80 - 89",M,1
DF,INDETERMINADA,OUTRO,"80 - 89",M,1
DF,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",F,3
DF,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",M,1
DF,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",F,11
DF,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",M,13
DF,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,1
DF,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,1
DF,PNEUMONIA,DOMICILIO,"80 - 89",F,4
DF,PNEUMONIA,DOMICILIO,"80 - 89",M,3
DF,PNEUMONIA,HOSPITAL,"80 - 89",F,57
DF,PNEUMONIA,HOSPITAL,"80 - 89",M,69
DF,PNEUMONIA,OUTRO,"80 - 89",F,4
DF,PNEUMONIA,OUTRO,"80 - 89",M,3
DF,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,5
DF,SEPTICEMIA,DOMICILIO,"80 - 89",F,3
DF,SEPTICEMIA,DOMICILIO,"80 - 89",M,4
DF,SEPTICEMIA,HOSPITAL,"80 - 89",F,62
DF,SEPTICEMIA,HOSPITAL,"80 - 89",M,43
DF,SEPTICEMIA,OUTRO,"80 - 89",F,1
DF,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,2
DF,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,4
DF,SRAG,HOSPITAL,"80 - 89",F,3
DF,SRAG,OUTROS_SERVICOS_SAUDE,"80 - 89",F,1
ES,OUTRAS,DOMICILIO,"80 - 89",F,85
ES,OUTRAS,DOMICILIO,"80 - 89",M,91
ES,OUTRAS,HOSPITAL,"80 - 89",F,165
ES,OUTRAS,HOSPITAL,"80 - 89",M,137
ES,OUTRAS,IGNORADO,"80 - 89",M,2
ES,OUTRAS,OUTRO,"80 - 89",F,7
ES,OUTRAS,OUTRO,"80 - 89",M,4
ES,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",F,14
ES,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",M,7
ES,OUTRAS,VIA_PUBLICA,"80 - 89",M,3
ES,COVID,DOMICILIO,"80 - 89",F,5
ES,COVID,DOMICILIO,"80 - 89",M,4
ES,COVID,HOSPITAL,"80 - 89",F,252
ES,COVID,HOSPITAL,"80 - 89",I,1
ES,COVID,HOSPITAL,"80 - 89",M,225
ES,COVID,OUTROS_SERVICOS_SAUDE,"80 - 89",F,3
ES,COVID,OUTROS_SERVICOS_SAUDE,"80 - 89",M,6
ES,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",F,10
ES,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",M,10
ES,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",F,20
ES,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",M,10
ES,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,2
ES,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,2
ES,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"80 - 89",F,2
ES,PNEUMONIA,DOMICILIO,"80 - 89",F,21
ES,PNEUMONIA,DOMICILIO,"80 - 89",M,21
ES,PNEUMONIA,HOSPITAL,"80 - 89",F,90
ES,PNEUMONIA,HOSPITAL,"80 - 89",M,108
ES,PNEUMONIA,OUTRO,"80 - 89",F,1
ES,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,5
ES,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,3
ES,SEPTICEMIA,DOMICILIO,"80 - 89",F,10
ES,SEPTICEMIA,DOMICILIO,"80 - 89",M,10
ES,SEPTICEMIA,HOSPITAL,"80 - 89",F,85
ES,SEPTICEMIA,HOSPITAL,"80 - 89",M,91
ES,SEPTICEMIA,OUTRO,"80 - 89",F,1
ES,SEPTICEMIA,OUTRO,"80 - 89",M,1
ES,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,6
ES,SRAG,HOSPITAL,"80 - 89",F,7
ES,SRAG,HOSPITAL,"80 - 89",M,8
GO,OUTRAS,DOMICILIO,"80 - 89",F,98
GO,OUTRAS,DOMICILIO,"80 - 89",M,106
GO,OUTRAS,HOSPITAL,"80 - 89",F,157
GO,OUTRAS,HOSPITAL,"80 - 89",M,148
GO,OUTRAS,IGNORADO,"80 - 89",F,5
GO,OUTRAS,IGNORADO,"80 - 89",M,8
GO,OUTRAS,OUTRO,"80 - 89",F,26
GO,OUTRAS,OUTRO,"80 - 89",M,23
GO,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",F,39
GO,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",M,52
GO,OUTRAS,VIA_PUBLICA,"80 - 89",M,2
GO,COVID,DOMICILIO,"80 - 89",F,8
GO,COVID,DOMICILIO,"80 - 89",M,11
GO,COVID,HOSPITAL,"80 - 89",F,340
GO,COVID,HOSPITAL,"80 - 89",M,309
GO,COVID,IGNORADO,"80 - 89",F,2
GO,COVID,IGNORADO,"80 - 89",M,6
GO,COVID,OUTRO,"80 - 89",F,2
GO,COVID,OUTRO,"80 - 89",M,1
GO,COVID,OUTROS_SERVICOS_SAUDE,"80 - 89",F,29
GO,COVID,OUTROS_SERVICOS_SAUDE,"80 - 89",M,33
GO,COVID,POSTO_SAUDE,"80 - 89",F,1
GO,COVID,VIA_PUBLICA,"80 - 89",M,2
GO,INDETERMINADA,DOMICILIO,"80 - 89",F,1
GO,INDETERMINADA,DOMICILIO,"80 - 89",M,4
GO,INDETERMINADA,OUTRO,"80 - 89",F,1
GO,INDETERMINADA,OUTRO,"80 - 89",M,1
GO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",F,11
GO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",M,32
GO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",F,41
GO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",M,39
GO,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"80 - 89",M,1
GO,INSUFICIENCIA_RESPIRATORIA,OUTRO,"80 - 89",F,4
GO,INSUFICIENCIA_RESPIRATORIA,OUTRO,"80 - 89",M,3
GO,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,13
GO,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,7
GO,PNEUMONIA,DOMICILIO,"80 - 89",F,5
GO,PNEUMONIA,DOMICILIO,"80 - 89",M,15
GO,PNEUMONIA,HOSPITAL,"80 - 89",F,129
GO,PNEUMONIA,HOSPITAL,"80 - 89",I,1
GO,PNEUMONIA,HOSPITAL,"80 - 89",M,118
GO,PNEUMONIA,IGNORADO,"80 - 89",F,6
GO,PNEUMONIA,IGNORADO,"80 - 89",M,4
GO,PNEUMONIA,OUTRO,"80 - 89",F,3
GO,PNEUMONIA,OUTRO,"80 - 89",M,5
GO,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,13
GO,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,17
GO,SEPTICEMIA,DOMICILIO,"80 - 89",F,2
GO,SEPTICEMIA,DOMICILIO,"80 - 89",M,7
GO,SEPTICEMIA,HOSPITAL,"80 - 89",F,97
GO,SEPTICEMIA,HOSPITAL,"80 - 89",M,64
GO,SEPTICEMIA,IGNORADO,"80 - 89",F,2
GO,SEPTICEMIA,IGNORADO,"80 - 89",M,3
GO,SEPTICEMIA,OUTRO,"80 - 89",F,1
GO,SEPTICEMIA,OUTRO,"80 - 89",M,4
GO,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,16
GO,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,4
GO,SRAG,HOSPITAL,"80 - 89",F,7
GO,SRAG,HOSPITAL,"80 - 89",M,3
GO,SRAG,IGNORADO,"80 - 89",M,1
GO,SRAG,OUTROS_SERVICOS_SAUDE,"80 - 89",F,1
MA,OUTRAS,DOMICILIO,"80 - 89",F,101
MA,OUTRAS,DOMICILIO,"80 - 89",I,1
MA,OUTRAS,DOMICILIO,"80 - 89",M,184
MA,OUTRAS,HOSPITAL,"80 - 89",F,78
MA,OUTRAS,HOSPITAL,"80 - 89",M,131
MA,OUTRAS,IGNORADO,"80 - 89",F,1
MA,OUTRAS,IGNORADO,"80 - 89",M,2
MA,OUTRAS,OUTRO,"80 - 89",F,4
MA,OUTRAS,OUTRO,"80 - 89",M,9
MA,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",M,5
MA,OUTRAS,POSTO_SAUDE,"80 - 89",M,1
MA,OUTRAS,VIA_PUBLICA,"80 - 89",M,2
MA,COVID,DOMICILIO,"80 - 89",F,1
MA,COVID,HOSPITAL,"80 - 89",F,58
MA,COVID,HOSPITAL,"80 - 89",I,1
MA,COVID,HOSPITAL,"80 - 89",M,74
MA,COVID,IGNORADO,"80 - 89",F,1
MA,COVID,OUTRO,"80 - 89",F,1
MA,COVID,OUTRO,"80 - 89",M,1
MA,INDETERMINADA,DOMICILIO,"80 - 89",F,1
MA,INDETERMINADA,DOMICILIO,"80 - 89",M,4
MA,INDETERMINADA,HOSPITAL,"80 - 89",F,1
MA,INDETERMINADA,HOSPITAL,"80 - 89",M,5
MA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",F,15
MA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",I,1
MA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",M,13
MA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",F,25
MA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",M,37
MA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,1
MA,PNEUMONIA,DOMICILIO,"80 - 89",F,7
MA,PNEUMONIA,DOMICILIO,"80 - 89",M,9
MA,PNEUMONIA,HOSPITAL,"80 - 89",F,40
MA,PNEUMONIA,HOSPITAL,"80 - 89",M,44
MA,PNEUMONIA,IGNORADO,"80 - 89",F,1
MA,PNEUMONIA,OUTRO,"80 - 89",F,1
MA,PNEUMONIA,OUTRO,"80 - 89",M,1
MA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,1
MA,SEPTICEMIA,DOMICILIO,"80 - 89",F,4
MA,SEPTICEMIA,DOMICILIO,"80 - 89",M,6
MA,SEPTICEMIA,HOSPITAL,"80 - 89",F,27
MA,SEPTICEMIA,HOSPITAL,"80 - 89",M,41
MA,SRAG,HOSPITAL,"80 - 89",F,7
MA,SRAG,HOSPITAL,"80 - 89",M,8
MG,OUTRAS,DOMICILIO,"80 - 89",F,686
MG,OUTRAS,DOMICILIO,"80 - 89",M,618
MG,OUTRAS,HOSPITAL,"80 - 89",F,875
MG,OUTRAS,HOSPITAL,"80 - 89",M,768
MG,OUTRAS,IGNORADO,"80 - 89",F,36
MG,OUTRAS,IGNORADO,"80 - 89",M,37
MG,OUTRAS,OUTRO,"80 - 89",F,26
MG,OUTRAS,OUTRO,"80 - 89",M,26
MG,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",F,125
MG,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",M,107
MG,OUTRAS,VIA_PUBLICA,"80 - 89",F,6
MG,OUTRAS,VIA_PUBLICA,"80 - 89",M,10
MG,COVID,DOMICILIO,"80 - 89",F,32
MG,COVID,DOMICILIO,"80 - 89",M,36
MG,COVID,HOSPITAL,"80 - 89",F,1300
MG,COVID,HOSPITAL,"80 - 89",M,1354
MG,COVID,IGNORADO,"80 - 89",F,20
MG,COVID,IGNORADO,"80 - 89",M,15
MG,COVID,OUTRO,"80 - 89",F,8
MG,COVID,OUTRO,"80 - 89",M,8
MG,COVID,OUTROS_SERVICOS_SAUDE,"80 - 89",F,87
MG,COVID,OUTROS_SERVICOS_SAUDE,"80 - 89",M,102
MG,COVID,VIA_PUBLICA,"80 - 89",F,2
MG,COVID,VIA_PUBLICA,"80 - 89",M,2
MG,INDETERMINADA,DOMICILIO,"80 - 89",F,23
MG,INDETERMINADA,DOMICILIO,"80 - 89",M,18
MG,INDETERMINADA,HOSPITAL,"80 - 89",F,12
MG,INDETERMINADA,HOSPITAL,"80 - 89",M,5
MG,INDETERMINADA,IGNORADO,"80 - 89",F,6
MG,INDETERMINADA,IGNORADO,"80 - 89",M,3
MG,INDETERMINADA,OUTRO,"80 - 89",M,1
MG,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,7
MG,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,3
MG,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",F,57
MG,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",M,49
MG,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",F,155
MG,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",M,148
MG,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"80 - 89",F,6
MG,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"80 - 89",M,2
MG,INSUFICIENCIA_RESPIRATORIA,OUTRO,"80 - 89",F,2
MG,INSUFICIENCIA_RESPIRATORIA,OUTRO,"80 - 89",M,1
MG,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,12
MG,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,8
MG,PNEUMONIA,DOMICILIO,"80 - 89",F,45
MG,PNEUMONIA,DOMICILIO,"80 - 89",M,38
MG,PNEUMONIA,HOSPITAL,"80 - 89",F,506
MG,PNEUMONIA,HOSPITAL,"80 - 89",M,502
MG,PNEUMONIA,IGNORADO,"80 - 89",F,15
MG,PNEUMONIA,IGNORADO,"80 - 89",M,13
MG,PNEUMONIA,OUTRO,"80 - 89",F,4
MG,PNEUMONIA,OUTRO,"80 - 89",M,6
MG,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,26
MG,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,42
MG,PNEUMONIA,VIA_PUBLICA,"80 - 89",M,1
MG,SEPTICEMIA,DOMICILIO,"80 - 89",F,25
MG,SEPTICEMIA,DOMICILIO,"80 - 89",M,14
MG,SEPTICEMIA,HOSPITAL,"80 - 89",F,469
MG,SEPTICEMIA,HOSPITAL,"80 - 89",M,319
MG,SEPTICEMIA,IGNORADO,"80 - 89",F,9
MG,SEPTICEMIA,IGNORADO,"80 - 89",M,5
MG,SEPTICEMIA,OUTRO,"80 - 89",F,5
MG,SEPTICEMIA,OUTRO,"80 - 89",M,3
MG,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,43
MG,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,20
MG,SEPTICEMIA,VIA_PUBLICA,"80 - 89",M,1
MG,SRAG,DOMICILIO,"80 - 89",F,2
MG,SRAG,DOMICILIO,"80 - 89",M,2
MG,SRAG,HOSPITAL,"80 - 89",F,17
MG,SRAG,HOSPITAL,"80 - 89",M,21
MG,SRAG,OUTROS_SERVICOS_SAUDE,"80 - 89",F,4
MG,SRAG,OUTROS_SERVICOS_SAUDE,"80 - 89",M,2
MS,OUTRAS,DOMICILIO,"80 - 89",F,67
MS,OUTRAS,DOMICILIO,"80 - 89",M,72
MS,OUTRAS,HOSPITAL,"80 - 89",F,108
MS,OUTRAS,HOSPITAL,"80 - 89",M,82
MS,OUTRAS,OUTRO,"80 - 89",F,1
MS,OUTRAS,OUTRO,"80 - 89",M,1
MS,OUTRAS,POSTO_SAUDE,"80 - 89",F,3
MS,OUTRAS,VIA_PUBLICA,"80 - 89",F,2
MS,COVID,DOMICILIO,"80 - 89",F,1
MS,COVID,DOMICILIO,"80 - 89",M,6
MS,COVID,HOSPITAL,"80 - 89",F,151
MS,COVID,HOSPITAL,"80 - 89",M,143
MS,COVID,POSTO_SAUDE,"80 - 89",M,1
MS,COVID,VIA_PUBLICA,"80 - 89",M,2
MS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",F,6
MS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",M,12
MS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",F,19
MS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",M,23
MS,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"80 - 89",M,1
MS,PNEUMONIA,DOMICILIO,"80 - 89",F,7
MS,PNEUMONIA,DOMICILIO,"80 - 89",M,4
MS,PNEUMONIA,HOSPITAL,"80 - 89",F,82
MS,PNEUMONIA,HOSPITAL,"80 - 89",M,72
MS,PNEUMONIA,POSTO_SAUDE,"80 - 89",M,1
MS,SEPTICEMIA,HOSPITAL,"80 - 89",F,46
MS,SEPTICEMIA,HOSPITAL,"80 - 89",M,39
MS,SEPTICEMIA,OUTRO,"80 - 89",F,1
MS,SRAG,HOSPITAL,"80 - 89",M,2
MS,SRAG,POSTO_SAUDE,"80 - 89",M,1
MT,OUTRAS,DOMICILIO,"80 - 89",F,40
MT,OUTRAS,DOMICILIO,"80 - 89",M,50
MT,OUTRAS,HOSPITAL,"80 - 89",F,41
MT,OUTRAS,HOSPITAL,"80 - 89",M,54
MT,OUTRAS,IGNORADO,"80 - 89",F,60
MT,OUTRAS,IGNORADO,"80 - 89",M,64
MT,OUTRAS,OUTRO,"80 - 89",F,6
MT,OUTRAS,OUTRO,"80 - 89",M,5
MT,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",M,1
MT,OUTRAS,VIA_PUBLICA,"80 - 89",M,4
MT,COVID,DOMICILIO,"80 - 89",F,2
MT,COVID,DOMICILIO,"80 - 89",M,3
MT,COVID,HOSPITAL,"80 - 89",F,81
MT,COVID,HOSPITAL,"80 - 89",I,1
MT,COVID,HOSPITAL,"80 - 89",M,99
MT,COVID,IGNORADO,"80 - 89",F,65
MT,COVID,IGNORADO,"80 - 89",M,74
MT,COVID,OUTRO,"80 - 89",F,3
MT,COVID,OUTRO,"80 - 89",M,4
MT,COVID,OUTROS_SERVICOS_SAUDE,"80 - 89",F,1
MT,COVID,VIA_PUBLICA,"80 - 89",M,1
MT,INDETERMINADA,DOMICILIO,"80 - 89",M,1
MT,INDETERMINADA,HOSPITAL,"80 - 89",M,1
MT,INDETERMINADA,IGNORADO,"80 - 89",F,2
MT,INDETERMINADA,OUTRO,"80 - 89",F,1
MT,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",F,1
MT,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",M,4
MT,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",F,7
MT,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",M,12
MT,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"80 - 89",F,8
MT,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"80 - 89",M,8
MT,INSUFICIENCIA_RESPIRATORIA,OUTRO,"80 - 89",F,1
MT,PNEUMONIA,DOMICILIO,"80 - 89",F,1
MT,PNEUMONIA,DOMICILIO,"80 - 89",M,1
MT,PNEUMONIA,HOSPITAL,"80 - 89",F,30
MT,PNEUMONIA,HOSPITAL,"80 - 89",M,39
MT,PNEUMONIA,IGNORADO,"80 - 89",F,18
MT,PNEUMONIA,IGNORADO,"80 - 89",M,20
MT,PNEUMONIA,OUTRO,"80 - 89",F,2
MT,PNEUMONIA,OUTRO,"80 - 89",M,1
MT,SEPTICEMIA,HOSPITAL,"80 - 89",F,9
MT,SEPTICEMIA,HOSPITAL,"80 - 89",M,14
MT,SEPTICEMIA,IGNORADO,"80 - 89",F,19
MT,SEPTICEMIA,IGNORADO,"80 - 89",M,13
MT,SEPTICEMIA,OUTRO,"80 - 89",M,1
MT,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,1
MT,SRAG,HOSPITAL,"80 - 89",F,1
MT,SRAG,HOSPITAL,"80 - 89",M,1
PA,OUTRAS,DOMICILIO,"80 - 89",F,112
PA,OUTRAS,DOMICILIO,"80 - 89",M,137
PA,OUTRAS,HOSPITAL,"80 - 89",F,69
PA,OUTRAS,HOSPITAL,"80 - 89",M,90
PA,OUTRAS,IGNORADO,"80 - 89",F,2
PA,OUTRAS,IGNORADO,"80 - 89",M,1
PA,OUTRAS,OUTRO,"80 - 89",F,4
PA,OUTRAS,OUTRO,"80 - 89",M,6
PA,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",F,3
PA,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",M,5
PA,OUTRAS,VIA_PUBLICA,"80 - 89",M,1
PA,COVID,DOMICILIO,"80 - 89",F,2
PA,COVID,DOMICILIO,"80 - 89",M,7
PA,COVID,HOSPITAL,"80 - 89",F,114
PA,COVID,HOSPITAL,"80 - 89",M,137
PA,COVID,IGNORADO,"80 - 89",M,1
PA,COVID,OUTRO,"80 - 89",F,1
PA,COVID,OUTROS_SERVICOS_SAUDE,"80 - 89",F,4
PA,COVID,OUTROS_SERVICOS_SAUDE,"80 - 89",M,16
PA,INDETERMINADA,DOMICILIO,"80 - 89",F,1
PA,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,1
PA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",F,10
PA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",M,8
PA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",F,15
PA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",M,27
PA,INSUFICIENCIA_RESPIRATORIA,OUTRO,"80 - 89",M,2
PA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,1
PA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,2
PA,PNEUMONIA,DOMICILIO,"80 - 89",F,3
PA,PNEUMONIA,DOMICILIO,"80 - 89",M,6
PA,PNEUMONIA,HOSPITAL,"80 - 89",F,53
PA,PNEUMONIA,HOSPITAL,"80 - 89",M,59
PA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,2
PA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,3
PA,PNEUMONIA,VIA_PUBLICA,"80 - 89",M,1
PA,SEPTICEMIA,DOMICILIO,"80 - 89",F,1
PA,SEPTICEMIA,DOMICILIO,"80 - 89",M,3
PA,SEPTICEMIA,HOSPITAL,"80 - 89",F,30
PA,SEPTICEMIA,HOSPITAL,"80 - 89",M,23
PA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,2
PA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,1
PA,SRAG,DOMICILIO,"80 - 89",F,1
PA,SRAG,HOSPITAL,"80 - 89",F,2
PA,SRAG,HOSPITAL,"80 - 89",M,6
PB,OUTRAS,DOMICILIO,"80 - 89",F,211
PB,OUTRAS,DOMICILIO,"80 - 89",M,180
PB,OUTRAS,HOSPITAL,"80 - 89",F,118
PB,OUTRAS,HOSPITAL,"80 - 89",M,86
PB,OUTRAS,IGNORADO,"80 - 89",F,1
PB,OUTRAS,IGNORADO,"80 - 89",M,1
PB,OUTRAS,OUTRO,"80 - 89",F,4
PB,OUTRAS,OUTRO,"80 - 89",M,1
PB,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",F,13
PB,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",M,10
PB,OUTRAS,VIA_PUBLICA,"80 - 89",F,2
PB,COVID,DOMICILIO,"80 - 89",F,4
PB,COVID,DOMICILIO,"80 - 89",M,4
PB,COVID,HOSPITAL,"80 - 89",F,136
PB,COVID,HOSPITAL,"80 - 89",M,120
PB,COVID,OUTRO,"80 - 89",F,1
PB,COVID,OUTROS_SERVICOS_SAUDE,"80 - 89",F,10
PB,COVID,OUTROS_SERVICOS_SAUDE,"80 - 89",M,7
PB,INDETERMINADA,DOMICILIO,"80 - 89",F,2
PB,INDETERMINADA,DOMICILIO,"80 - 89",M,4
PB,INDETERMINADA,HOSPITAL,"80 - 89",F,1
PB,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",F,21
PB,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",M,19
PB,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",F,29
PB,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",M,30
PB,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"80 - 89",M,1
PB,INSUFICIENCIA_RESPIRATORIA,OUTRO,"80 - 89",F,1
PB,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,2
PB,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,1
PB,PNEUMONIA,DOMICILIO,"80 - 89",F,11
PB,PNEUMONIA,DOMICILIO,"80 - 89",M,12
PB,PNEUMONIA,HOSPITAL,"80 - 89",F,95
PB,PNEUMONIA,HOSPITAL,"80 - 89",M,76
PB,PNEUMONIA,OUTRO,"80 - 89",F,1
PB,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,8
PB,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,5
PB,PNEUMONIA,POSTO_SAUDE,"80 - 89",F,1
